mk	F
0.01	1.2358548921389748e-20
0.02	1.0586136185408606e-19
0.029999999999999999	3.6176584687870135e-19
0.050000000000000003	1.5756034294620215e-18
0.10000000000000001	1.2743300199511918e-17
0.20000000000000001	1.2712958691890894e-16
0.29999999999999999	6.6148182019168227e-16
0.5	1.4880814464197444e-14

