mk	F
0.01	3.8041731161315528e-19
0.02	6.3779444826309417e-20
0.029999999999999999	1.7578864734917496e-20
0.050000000000000003	2.9651649713076235e-21
0.10000000000000001	2.3707390713797809e-22
0.20000000000000001	1.8776109460165546e-23
0.29999999999999999	4.3246468387091799e-24
0.5	6.2586072466105648e-25

