mk	F
0.01	4.0011476051087007e-27
0.02	3.0252126932012061e-26
0.029999999999999999	1.0694543211427323e-25
0.050000000000000003	4.5690276008332781e-25
0.10000000000000001	3.7671818889406197e-24
0.20000000000000001	3.7717122894237161e-23
0.29999999999999999	1.9554764416403125e-22
0.5	4.416614138292819e-21

