mk	F
0.029999999999999999	1.7662755128102112e-20
0.050000000000000003	2.9729509872168977e-21
0.10000000000000001	2.3826186623318342e-22
0.20000000000000001	1.8708385897725805e-23
0.29999999999999999	4.2973147960274865e-24
0.5	6.2728029461967315e-25

