mk	F
0.029999999999999999	1.0203187729632696e-25
0.050000000000000003	4.7224213816785512e-25
0.10000000000000001	3.8986828542392871e-24
0.20000000000000001	3.8270115404285042e-23
0.29999999999999999	1.9447648938348299e-22
0.5	4.3912038256183375e-21

