mk	F
0.029999999999999999	1.4975714240035024e-25
0.050000000000000003	6.7864856829237606e-25
0.10000000000000001	5.01885347004952e-24
0.20000000000000001	4.4647683501098911e-23
0.29999999999999999	2.1286019591054851e-22
0.5	4.7428000418224892e-22

