mk	F
0.029999999999999999	9.8067023644371363e-26
0.050000000000000003	4.6251378670332434e-25
0.10000000000000001	3.8552143810873814e-24
0.20000000000000001	3.7941795162101099e-23
0.29999999999999999	1.9373644885429714e-22
0.5	4.4066467061599286e-21

