mk	F
0.01	1.2192319371324018e-27
0.02	6.6105876370791701e-27
0.029999999999999999	1.4837222950754337e-26
0.050000000000000003	3.5683428027290041e-26
0.10000000000000001	1.0396259721002479e-25
0.20000000000000001	3.4752144854697485e-25
0.29999999999999999	9.8881431065968147e-25
0.5	1.3523044417066749e-23

