d_mk	F	dF
0	0.000159005	0.000196241
0.0001	4.41254e-05	3.16227e-05
0.00020000000000000001	1.15259e-05	7.7886e-06
0.00030000000000000003	4.11816e-06	2.7518e-06
0.00040000000000000002	1.77188e-06	1.20115e-06
0.00050000000000000001	8.5734e-07	5.99659e-07
0.00060000000000000006	4.48678e-07	3.2969e-07
0.00069999999999999999	2.47439e-07	1.95055e-07
0.00080000000000000004	1.41011e-07	1.22432e-07
0.00090000000000000008	8.1619e-08	8.08083e-08

