d_mk	F	dF
0	1.12809e-19	9.13435e-18
0.0001	1.03607e-13	4.45033e-12
0.00020000000000000001	3.89094e-13	1.95219e-11
0.00030000000000000003	5.99518e-13	4.3095e-11
0.00040000000000000002	5.22549e-13	5.43615e-11
0.00050000000000000001	4.4401e-13	6.35769e-11
0.00060000000000000006	2.87372e-13	4.98346e-11
0.00069999999999999999	3.43851e-13	7.7521e-11
0.00080000000000000004	1.72908e-13	5.6504e-11
0.00090000000000000008	5.79019e-14	2.24268e-11

