d_mk	F	dF
0	5.29618e-05	0.000838279
0.0001	0.00344605	0.032929
0.00020000000000000001	0.00789771	0.0751209
0.00030000000000000003	0.0122281	0.116926
0.00040000000000000002	0.0164643	0.158067
0.00050000000000000001	0.0194201	0.189643
0.00060000000000000006	0.0223781	0.222518
0.00069999999999999999	0.0239988	0.245804
0.00080000000000000004	0.0246009	0.262972
0.00090000000000000008	0.0241123	0.274546

