d_mk	F	dF
0	3.12926e-30	1.92117e-28
0.0001	2.32284e-33	1.91033e-33
0.00020000000000000001	5.65758e-34	5.01748e-34
0.00030000000000000003	1.6786e-34	2.20037e-34
0.00040000000000000002	5.50491e-35	1.05366e-34
0.00050000000000000001	1.94292e-35	5.28394e-35
0.00060000000000000006	7.07922e-36	2.69229e-35
0.00069999999999999999	2.64388e-36	1.40472e-35
0.00080000000000000004	9.88105e-37	7.38287e-36
0.00090000000000000008	3.6211e-37	3.88619e-36

