mk	F	dF
0.040000000000000001	4.00159e-25	1.08638e-23
0.059999999999999998	1.46165e-24	3.12656e-23
0.080000000000000002	3.52617e-24	6.35141e-23
0.10000000000000001	7.45093e-24	1.14181e-22
0.12	1.36217e-23	1.85682e-22
0.14000000000000001	2.3734e-23	2.86669e-22
0.16	3.80253e-23	4.15773e-22
0.20000000000000001	8.93409e-23	8.23183e-22

