mk	F	dF
0.040000000000000001	1.17211e-20	3.23707e-19
0.059999999999999998	4.19257e-21	1.07735e-19
0.080000000000000002	1.67429e-21	4.49875e-20
0.10000000000000001	7.38666e-22	2.15206e-20
0.12	3.83025e-22	1.17004e-20
0.14000000000000001	2.02931e-22	6.88072e-21
0.16	1.18765e-22	4.23161e-21
0.20000000000000001	4.90556e-23	2.03193e-21

