mk	F	dF
0.040000000000000001	3.46577e-27	4.95615e-26
0.059999999999999998	5.73187e-27	1.17251e-25
0.080000000000000002	1.02573e-26	3.07081e-25
0.10000000000000001	2.35467e-26	5.5771e-25
0.12	4.51543e-26	9.8996e-25
0.14000000000000001	8.24403e-26	3.11948e-24
0.16	1.1434e-25	5.1549e-24
0.20000000000000001	2.64928e-25	1.28421e-23

